artist_name,track_name,release_date,genre,lyrics
band of skulls,hoochie coochie,2014,blues,arm arm arm time hang face place know good grief skin teeth work little harder school trust trip trust trip trust trust trust hoochie coochie ahhh ahhh ahhh ahhh hoochie coochie game play game play game rid doubt gonna begin feel damn go race click clock good trust trip trust trip trust trust trust hoochie coochie ahhh ahhh ahhh ahhh hoochie coochie look like picasso black lash drink like water kinda like dance come baby gonna night hoochie coochie ahhh ahhh ahhh ahhh hoochie coochie
small faces,thinkin' about love,1978,blues,phase people think little crazy angle occasionally drezie step save stop think fore things forget people think rappers probably wouldn know hear shit tape fore erase little fastpaced racy average listener rewinds play time cause rhyme like goin fast cause mind race fuck category place long push daisies go long place greats heavenly cool jayz single diehard embrace thankful talent give thankful environment place believe thank raise neighborhood daily jump chase today regardless anybody believe hat gonna break tryna strip credibility look fake gonna rude awaken cause sooner later haters gonna face face shit save time think pussy face cause patiently wait finally meet place matter battle matter magazines nut matter emcee matter battle matter magazines nut matter emcee flow untouchable gotta face get worse basics wrong shit face split smell victory taste spot target blaze direct graze peace talk save shit sound date overrate obligate study move crush motherfuckers best worst gift curse soldier train destroy payin attention spit shit slick shit quick miss specific ballistic hieroglyphic music drug press play gotta sniff shoot roll chop high gotta hatin undeniable stop matter battle matter magazines nut matter emcee matter battle matter magazines nut matter emcee
joe cocker,can't find my way home,1996,blues,come throne leave body somebody change reason wait long somebody hold near time waste home come leave body somebody change reason wait years somebody hold home home home home home wrong home
the birthday party,the hair shirt,1979,blues,halls echo sound footsteps water drip drop ceiling race race race race race race race door scratch groan wall hear hair hair hair turn purple colour murder turn purple colour murder turn purple colour murder turn purple colour murder say size leave right leave right leave right leave right say size leave right leave right leave right leave right halls echo sound footsteps water drip drop ceiling race race race race race race race door scratch groan wall hear hair hair hair turn purple colour murder turn purple colour murder turn purple colour murder turn purple colour murder say size leave right leave right leave right leave right eye size leave right race race race race race race turn purple colour murder turn purple colour murder turn purple colour murder turn purple colour murder
dinah washington,nobody knows the way i feel this morning,1963,blues,know feel morning morning know feel morning morning graveyard place know feel morning feel like scream morning morning feel like scream morning morning feel like scream true know feel morning hate hear morning morning hate hear morning morning hate hear kill eye express train know feel morning
duane eddy,boss guitar,1965,blues,little place gonna everybody come gonna listen play boss guitar listen play boss guitar listen play boss guitar listen play boss guitar everybody listen guitar away soon listen yakety play dance gonna stomp wobble watusi gonna listen play boss guitar listen play boss guitar listen play boss guitar listen play boss guitar play listen play listen play listen play listen
ella fitzgerald,i've grown accustomed to his face,1959,blues,grow accustom face make begin grow accustom tune whistle night noon smile frown down second nature like breathe breathe serenely independent content surely grow accustom look accustom voice accustom face hear good morning joy woes highs low second nature like breathe breathe grateful easy forget like habit break grow accustom accustom face
blues traveler,trina magna,1993,blues,teach lead come live leave lesson store like guess asses try guess turn forgive chalk knowledge change life shall learn follow fee leaders bring revolutions understand like pretend guess couldn tell turn forgive chalk knowledge change life cycle share pass hand hand pride despair parent child apathy everybody care vanish time time legacy history hold question story begin blind pass goddamn horizon see father life death merely pretend infinite end gonna teach learn gonna shall fee ancient brand spank shall follow lead cause simply prove traditions brink heaven hell turn forgive knowledge change life knowledge change life knowledge change life
b.b. king,i was blind,1960,blues,blind gettin away know go live night slumber life livin life miserable tell want leave misery true want wife baby think life miserable want leave misery true life want want wife baby baby think
bonnie raitt,you're gonna get what's coming,1979,blues,come like landslide take like like thunderbird park right outside minute finish thing light heat keepin cool come like landslide take like like gonna comin ask days run gonna comin gonna comin half intrepid ask pour hear shout turn sound want drive faster caution go walk room come soon gonna comin askin days runnin gonna comin gonna comin come like landslide take like like gonna comin askin days runnin gonna comin gonna comin
